现在的角度[0],现在的速度[0],现在的力矩[0],下个时刻的角度[0],下个时刻的速度[0],现在的角度[1],现在的速度[1],现在的力矩[1],下个时刻的角度[1],下个时刻的速度[1],现在的角度[2],现在的速度[2],现在的力矩[2],下个时刻的角度[2],下个时刻的速度[2],现在的角度[3],现在的速度[3],现在的力矩[3],下个时刻的角度[3],下个时刻的速度[3]
16.8914,5.02268,19.5,0,0,16.9065,4.98856,19.5,0,0,16.9032,4.99898,19.5,0,0,0,0,0,0,0
16.9894,5.01082,19.6,0,0,17.0057,4.98604,19.6,0,0,17.0006,4.98752,19.6,0,0,0,0,0,0,0
17.09,5.02085,19.7,0,0,17.105,4.98784,19.7,0,0,17.1031,5.00526,19.7,0,0,0,0,0,0,0
17.1905,5.01936,19.8,0,0,17.2072,4.99625,19.8,0,0,17.2054,5.00024,19.8,0,0,0,0,0,0,0
17.2949,5.02833,19.9,0,0,17.3083,4.98983,19.9,0,0,17.3046,4.98792,19.9,0,0,0,0,0,0,0
17.3918,5.0018,20,0,0,17.4084,4.98495,20,0,0,17.4063,4.99586,20,0,0,0,0,0,0,0
17.4954,5.02374,20.1,0,0,17.5077,4.98275,20.1,0,0,17.5068,4.98987,20.1,0,0,0,0,0,0,0
17.5932,5.00289,20.2,0,0,17.609,4.9892,20.2,0,0,17.6064,4.98633,20.2,0,0,0,0,0,0,0
17.6943,5.01531,20.3,0,0,17.7077,4.98036,20.3,0,0,17.7048,4.98433,20.3,0,0,0,0,0,0,0
17.7925,5.00593,20.4,0,0,17.8071,4.9845,20.4,0,0,17.8051,4.99222,20.4,0,0,0,0,0,0,0
17.8927,5.01422,20.5,0,0,17.9091,4.99194,20.5,0,0,17.9072,4.99587,20.5,0,0,0,0,0,0,0
17.9956,5.02043,20.6,0,0,18.0067,4.97728,20.6,0,0,18.0061,4.98387,20.6,0,0,0,0,0,0,0
18.0934,5.00263,20.7,0,0,18.1081,4.99102,20.7,0,0,18.1074,4.99231,20.7,0,0,0,0,0,0,0
18.195,5.01588,20.8,0,0,18.2069,4.9824,20.8,0,0,18.2039,4.97784,20.8,0,0,0,0,0,0,0
18.293,5.00428,20.9,0,0,18.308,4.99,20.9,0,0,18.308,5.00282,20.9,0,0,0,0,0,0,0
18.3989,5.0275,21,0,0,18.4097,4.98952,21,0,0,18.4079,4.98528,21,0,0,0,0,0,0,0
18.4953,4.99302,21.1,0,0,18.5091,4.98093,21.1,0,0,18.5078,4.98541,21.1,0,0,0,0,0,0,0
18.5967,5.01199,21.2,0,0,18.6069,4.97789,21.2,0,0,18.6065,4.98244,21.2,0,0,0,0,0,0,0
18.6942,4.99961,21.3,0,0,18.7076,4.98904,21.3,0,0,18.7065,4.98819,21.3,0,0,0,0,0,0,0
18.7954,5.01355,21.4,0,0,18.8077,4.98633,21.4,0,0,18.8058,4.98644,21.4,0,0,0,0,0,0,0
18.8937,5.00415,21.5,0,0,18.906,4.98162,21.5,0,0,18.9048,4.98687,21.5,0,0,0,0,0,0,0
18.9946,5.01377,21.6,0,0,19.0066,4.99048,21.6,0,0,19.0062,4.99481,21.6,0,0,0,0,0,0,0
19.0947,5.01018,21.7,0,0,19.1076,4.99047,21.7,0,0,19.1048,4.98505,21.7,0,0,0,0,0,0,0
19.1935,5.00647,21.8,0,0,19.2054,4.98059,21.8,0,0,19.205,4.99155,21.8,0,0,0,0,0,0,0
19.2918,5.0077,21.9,0,0,19.3045,4.98797,21.9,0,0,19.3024,4.98455,21.9,0,0,0,0,0,0,0
19.3922,5.01599,22,0,0,19.4044,4.99177,22,0,0,19.4047,5.00113,22,0,0,0,0,0,0,0
19.4946,5.02026,22.1,0,0,19.5071,4.99856,22.1,0,0,19.5036,4.9889,22.1,0,0,0,0,0,0,0
19.5932,5.00631,22.2,0,0,19.6065,4.98556,22.2,0,0,19.6052,4.99729,22.2,0,0,0,0,0,0,0
19.6955,5.01796,22.3,0,0,19.7065,4.98802,22.3,0,0,19.704,4.98755,22.3,0,0,0,0,0,0,0
19.7922,5.00016,22.4,0,0,19.8071,4.98954,22.4,0,0,19.8039,4.99263,22.4,0,0,0,0,0,0,0
19.8943,5.01949,22.5,0,0,19.9052,4.982,22.5,0,0,19.9027,4.98986,22.5,0,0,0,0,0,0,0
19.9913,5.00299,22.6,0,0,20.0062,4.99321,22.6,0,0,20.0032,4.99602,22.6,0,0,0,0,0,0,0
20.0938,5.02223,22.7,0,0,20.1045,4.98444,22.7,0,0,20.1016,4.99028,22.7,0,0,0,0,0,0,0
20.1913,5.00482,22.8,0,0,20.2068,4.9974,22.8,0,0,20.2034,5.00171,22.8,0,0,0,0,0,0,0
20.2943,5.02368,22.9,0,0,20.3056,4.98464,22.9,0,0,20.3014,4.98882,22.9,0,0,0,0,0,0,0
20.3914,5.00287,23,0,0,20.4037,4.98497,23,0,0,20.3998,4.99347,23,0,0,0,0,0,0,0
20.4925,5.01876,23.1,0,0,20.5045,4.99515,23.1,0,0,20.5009,5.00312,23.1,0,0,0,0,0,0,0
20.5935,5.0161,23.2,0,0,20.6058,4.9951,23.2,0,0,20.6003,4.99676,23.2,0,0,0,0,0,0,0
20.6927,5.00969,23.3,0,0,20.7047,4.98658,23.3,0,0,20.6985,4.99487,23.3,0,0,0,0,0,0,0
20.7918,5.01122,23.4,0,0,20.8026,4.9863,23.4,0,0,20.8,5.0063,23.4,0,0,0,0,0,0,0
20.8927,5.01691,23.5,0,0,20.905,5.00129,23.5,0,0,20.898,4.99516,23.5,0,0,0,0,0,0,0
20.9917,5.01104,23.6,0,0,21.0032,4.98655,23.6,0,0,20.998,5.00373,23.6,0,0,0,0,0,0,0
21.0906,5.01244,23.7,0,0,21.1042,4.99658,23.7,0,0,21.0988,5.00569,23.7,0,0,0,0,0,0,0
21.1929,5.02284,23.8,0,0,21.2042,4.99238,23.8,0,0,21.1978,4.9996,23.8,0,0,0,0,0,0,0
21.2905,5.00718,23.9,0,0,21.3038,4.99131,23.9,0,0,21.2971,5.00228,23.9,0,0,0,0,0,0,0
21.3914,5.0194,24,0,0,21.4029,4.99066,24,0,0,21.3922,4.99332,24,0,0,0,0,0,0,0
21.4854,5.00086,24.1,0,0,21.4998,4.98698,24.1,0,0,21.4958,5.02314,24.1,0,0,0,0,0,0,0
21.5911,5.04107,24.2,0,0,21.6016,5.00502,24.2,0,0,21.592,4.99803,24.2,0,0,0,0,0,0,0
21.6872,5.00628,24.3,0,0,21.7012,4.99606,24.3,0,0,21.7021,5.04014,24.3,0,0,0,0,0,0,0
21.7959,5.04525,24.4,0,0,21.8059,5.0098,24.4,0,0,21.8037,5.00002,24.4,0,0,0,0,0,0,0
21.8956,5.00675,24.5,0,0,21.9065,4.99058,24.5,0,0,21.8897,4.9583,24.5,0,0,0,0,0,0,0
21.9869,4.98652,24.6,0,0,22,4.97182,24.6,0,0,21.9906,5.02082,24.6,0,0,0,0,0,0,0
22.0864,5.02254,24.7,0,0,22.1001,5.00041,24.7,0,0,22.1082,5.06118,24.7,0,0,0,0,0,0,0
22.1982,5.05445,24.8,0,0,22.2091,5.02234,24.8,0,0,22.1981,4.95994,24.8,0,0,0,0,0,0,0
22.2919,4.98761,24.9,0,0,22.303,4.96797,24.9,0,0,22.3049,5.02041,24.9,0,0,0,0,0,0,0
22.3959,5.02475,25,0,0,22.4089,5.00929,25,0,0,22.4032,4.98685,25,0,0,0,0,0,0,0
22.4974,5.01124,25.1,0,0,22.5051,4.97449,25.1,0,0,22.5042,4.99694,25.1,0,0,0,0,0,0,0
22.596,5.00107,25.2,0,0,22.6078,4.99714,25.2,0,0,22.6055,4.99557,25.2,0,0,0,0,0,0,0
22.6986,5.01388,25.3,0,0,22.7064,4.98239,25.3,0,0,22.7043,4.98681,25.3,0,0,0,0,0,0,0
22.7964,4.99711,25.4,0,0,22.8091,4.99494,25.4,0,0,22.806,4.9962,25.4,0,0,0,0,0,0,0
22.9004,5.01671,25.5,0,0,22.9064,4.97672,25.5,0,0,22.9049,4.98642,25.5,0,0,0,0,0,0,0
22.9971,4.99098,25.6,0,0,23.0071,4.99011,25.6,0,0,23.0064,4.99483,25.6,0,0,0,0,0,0,0
23.0997,5.0118,25.7,0,0,23.1081,4.98971,25.7,0,0,23.1073,4.99041,25.7,0,0,0,0,0,0,0
23.1984,4.99718,25.8,0,0,23.2064,4.9808,25.8,0,0,23.2034,4.97703,25.8,0,0,0,0,0,0,0
23.2967,4.99872,25.9,0,0,23.3058,4.98673,25.9,0,0,23.3064,5.00127,25.9,0,0,0,0,0,0,0
23.3975,5.00801,26,0,0,23.4067,4.99173,26,0,0,23.4056,4.98602,26,0,0,0,0,0,0,0
23.4985,5.00706,26.1,0,0,23.506,4.98604,26.1,0,0,23.5048,4.98791,26.1,0,0,0,0,0,0,0
23.5981,5.00174,26.2,0,0,23.6066,4.99068,26.2,0,0,23.6052,4.99233,26.2,0,0,0,0,0,0,0
23.6963,4.99915,26.3,0,0,23.7058,4.98592,26.3,0,0,23.7048,4.98949,26.3,0,0,0,0,0,0,0
23.7961,5.00636,26.4,0,0,23.8038,4.98438,26.4,0,0,23.8037,4.98856,26.4,0,0,0,0,0,0,0
23.8963,5.00755,26.5,0,0,23.9061,4.99911,26.5,0,0,23.9048,4.9957,26.5,0,0,0,0,0,0,0
23.9991,5.01373,26.6,0,0,24.0064,4.98939,26.6,0,0,24.004,4.98949,26.6,0,0,0,0,0,0,0
24.0963,4.99457,26.7,0,0,24.107,4.98991,26.7,0,0,24.1043,4.99335,26.7,0,0,0,0,0,0,0
24.1986,5.0125,26.8,0,0,24.2056,4.98359,26.8,0,0,24.2041,4.9916,26.8,0,0,0,0,0,0,0
24.2955,4.99466,26.9,0,0,24.3071,4.99351,26.9,0,0,24.3049,4.99468,26.9,0,0,0,0,0,0,0
24.3985,5.01565,27,0,0,24.4051,4.98224,27,0,0,24.4036,4.98774,27,0,0,0,0,0,0,0
24.4953,4.99483,27.1,0,0,24.5059,4.99254,27.1,0,0,24.503,4.99169,27.1,0,0,0,0,0,0,0
24.5969,5.01282,27.2,0,0,24.6045,4.98553,27.2,0,0,24.6029,4.99438,27.2,0,0,0,0,0,0,0
24.6958,5.00269,27.3,0,0,24.7067,4.99755,27.3,0,0,24.7035,4.99635,27.3,0,0,0,0,0,0,0
24.7971,5.01109,27.4,0,0,24.8043,4.98147,27.4,0,0,24.8012,4.9879,27.4,0,0,0,0,0,0,0
24.8942,4.99801,27.5,0,0,24.9031,4.98927,27.5,0,0,24.9003,4.99538,27.5,0,0,0,0,0,0,0
24.9958,5.01464,27.6,0,0,25.0043,4.99738,27.6,0,0,25.0008,5.00074,27.6,0,0,0,0,0,0,0
25.0964,5.00909,27.7,0,0,25.104,4.99143,27.7,0,0,25.0998,4.99616,27.7,0,0,0,0,0,0,0
25.1941,5.00085,27.8,0,0,25.2036,4.99187,27.8,0,0,25.1991,4.99857,27.8,0,0,0,0,0,0,0
25.2944,5.01153,27.9,0,0,25.3015,4.98817,27.9,0,0,25.2964,4.99465,27.9,0,0,0,0,0,0,0
25.3917,5.00344,28,0,0,25.4018,4.99804,28,0,0,25.3973,5.00899,28,0,0,0,0,0,0,0
25.4934,5.01934,28.1,0,0,25.502,4.99715,28.1,0,0,25.4974,5.00516,28.1,0,0,0,0,0,0,0
25.5924,5.00947,28.2,0,0,25.6038,5.00101,28.2,0,0,25.5991,5.00888,28.2,0,0,0,0,0,0,0
25.6963,5.02375,28.3,0,0,25.7032,4.99157,28.3,0,0,25.6977,4.99796,28.3,0,0,0,0,0,0,0
25.7927,4.99783,28.4,0,0,25.8042,4.99686,28.4,0,0,25.7988,5.00717,28.4,0,0,0,0,0,0,0
25.8944,5.01751,28.5,0,0,25.9017,4.98597,28.5,0,0,25.8952,4.99304,28.5,0,0,0,0,0,0,0
25.9895,4.9979,28.6,0,0,25.9999,4.99222,28.6,0,0,25.9956,5.00977,28.6,0,0,0,0,0,0,0
26.0937,5.02947,28.7,0,0,26.101,5.00312,28.7,0,0,26.095,5.00663,28.7,0,0,0,0,0,0,0
26.1922,5.00784,28.8,0,0,26.2025,5.00197,28.8,0,0,26.1947,5.00832,28.8,0,0,0,0,0,0,0
26.2927,5.0157,28.9,0,0,26.3009,4.99122,28.9,0,0,26.2951,5.01063,28.9,0,0,0,0,0,0,0
26.3931,5.01416,29,0,0,26.4016,5.00031,29,0,0,26.3941,5.00655,29,0,0,0,0,0,0,0
26.4927,5.01156,29.1,0,0,26.5021,4.9983,29.1,0,0,26.4951,5.01353,29.1,0,0,0,0,0,0,0
26.5931,5.01448,29.2,0,0,26.6017,4.99515,29.2,0,0,26.595,5.00855,29.2,0,0,0,0,0,0,0
26.6918,5.00931,29.3,0,0,26.7021,4.99799,29.3,0,0,26.6969,5.01393,29.3,0,0,0,0,0,0,0
26.7929,5.0179,29.4,0,0,26.8012,4.99398,29.4,0,0,26.7968,5.00523,29.4,0,0,0,0,0,0,0
26.892,5.01065,29.5,0,0,26.9034,5.0032,29.5,0,0,26.8966,5.0054,29.5,0,0,0,0,0,0,0
26.9937,5.01902,29.6,0,0,27.0014,4.98893,29.6,0,0,26.9913,4.99281,29.6,0,0,0,0,0,0,0
27.0883,4.99806,29.7,0,0,27.0998,4.99329,29.7,0,0,27.1049,5.0502,29.7,0,0,0,0,0,0,0
27.2006,5.05211,29.8,0,0,27.2059,5.01567,29.8,0,0,27.197,4.97099,29.8,0,0,0,0,0,0,0
27.2941,4.98269,29.9,0,0,27.3059,4.98934,29.9,0,0,27.3034,5.02169,29.9,0,0,0,0,0,0,0
27.401,5.02797,30,0,0,27.4043,4.98524,30,0,0,27.402,4.99037,30,0,0,0,0,0,0,0
27.4975,4.98947,30.1,0,0,27.5054,4.99486,30.1,0,0,27.5028,4.99815,30.1,0,0,0,0,0,0,0
27.599,5.00851,30.2,0,0,27.6052,4.98959,30.2,0,0,27.6034,4.99647,30.2,0,0,0,0,0,0,0
27.6982,4.99975,30.3,0,0,27.7041,4.98763,30.3,0,0,27.7023,4.99117,30.3,0,0,0,0,0,0,0
27.798,5.00281,30.4,0,0,27.8053,4.99544,30.4,0,0,27.8018,4.99436,30.4,0,0,0,0,0,0,0
27.897,5.00135,30.5,0,0,27.9038,4.98667,30.5,0,0,27.903,4.99987,30.5,0,0,0,0,0,0,0
27.9987,5.00946,30.6,0,0,28.0051,4.99636,30.6,0,0,28.0038,4.99633,30.6,0,0,0,0,0,0,0
28.0998,5.00532,30.7,0,0,28.1049,4.99011,30.7,0,0,28.1044,4.99463,30.7,0,0,0,0,0,0,0
28.1974,4.99426,30.8,0,0,28.2053,4.99182,30.8,0,0,28.2024,4.98695,30.8,0,0,0,0,0,0,0
28.2969,5.00371,30.9,0,0,28.3019,4.98178,30.9,0,0,28.3014,4.99324,30.9,0,0,0,0,0,0,0
28.3966,5.00494,31,0,0,28.405,5.00446,31,0,0,28.4043,5.00458,31,0,0,0,0,0,0,0
28.5012,5.01762,31.1,0,0,28.5058,4.99279,31.1,0,0,28.5047,4.99311,31.1,0,0,0,0,0,0,0
28.5994,4.99325,31.2,0,0,28.6074,4.99338,31.2,0,0,28.6062,4.99527,31.2,0,0,0,0,0,0,0
28.7026,5.00888,31.3,0,0,28.7062,4.98367,31.3,0,0,28.7053,4.98641,31.3,0,0,0,0,0,0,0
28.7987,4.98558,31.4,0,0,28.8068,4.99006,31.4,0,0,28.8054,4.99062,31.4,0,0,0,0,0,0,0
28.9004,5.00647,31.5,0,0,28.9049,4.98283,31.5,0,0,28.9045,4.98816,31.5,0,0,0,0,0,0,0
28.9975,4.99217,31.6,0,0,29.0049,4.99076,31.6,0,0,29.0031,4.9882,31.6,0,0,0,0,0,0,0
29.0991,5.00853,31.7,0,0,29.1036,4.98798,31.7,0,0,29.1016,4.99028,31.7,0,0,0,0,0,0,0
29.197,4.99658,31.8,0,0,29.2056,4.99828,31.8,0,0,29.2041,5.00344,31.8,0,0,0,0,0,0,0
29.2995,5.0116,31.9,0,0,29.3034,4.98449,31.9,0,0,29.3005,4.98375,31.9,0,0,0,0,0,0,0
29.3962,4.99253,32,0,0,29.4026,4.99168,32,0,0,29.4024,5.00363,32,0,0,0,0,0,0,0
29.4995,5.01544,32.1,0,0,29.5049,5.00078,32.1,0,0,29.5011,4.99231,32.1,0,0,0,0,0,0,0
29.5998,5.00158,32.2,0,0,29.6041,4.98914,32.2,0,0,29.6005,4.99675,32.2,0,0,0,0,0,0,0
29.6973,4.99401,32.3,0,0,29.7046,4.99388,32.3,0,0,29.7018,5.00219,32.3,0,0,0,0,0,0,0
29.7988,5.00873,32.4,0,0,29.8019,4.98455,32.4,0,0,29.7989,4.9894,32.4,0,0,0,0,0,0,0
29.8946,4.99187,32.5,0,0,29.9025,4.99828,32.5,0,0,29.8995,5.00356,32.5,0,0,0,0,0,0,0
29.9975,5.01717,32.6,0,0,30.0022,4.99454,32.6,0,0,29.9994,5.00076,32.6,0,0,0,0,0,0,0
30.0952,4.99856,32.7,0,0,30.1045,5.0017,32.7,0,0,30.0999,5.00233,32.7,0,0,0,0,0,0,0
30.1983,5.01663,32.8,0,0,30.2017,4.98494,32.8,0,0,30.1986,4.99706,32.8,0,0,0,0,0,0,0
30.2949,4.99452,32.9,0,0,30.3038,5.00214,32.9,0,0,30.2981,5.00121,32.9,0,0,0,0,0,0,0
30.3955,5.01112,33,0,0,30.4007,4.98544,33,0,0,30.3966,4.99985,33,0,0,0,0,0,0,0
30.4921,4.99955,33.1,0,0,30.4994,4.99552,33.1,0,0,30.4943,5.00032,33.1,0,0,0,0,0,0,0
30.5944,5.02015,33.2,0,0,30.5991,5.00009,33.2,0,0,30.5952,5.01286,33.2,0,0,0,0,0,0,0
30.6938,5.00875,33.3,0,0,30.7023,5.00969,33.3,0,0,30.6963,5.01154,33.3,0,0,0,0,0,0,0
30.7956,5.01585,33.4,0,0,30.801,4.99276,33.4,0,0,30.7959,5.00578,33.4,0,0,0,0,0,0,0
30.8946,5.00568,33.5,0,0,30.9005,4.99678,33.5,0,0,30.8942,5.00318,33.5,0,0,0,0,0,0,0
30.9934,5.00689,33.6,0,0,31.0007,4.99976,33.6,0,0,30.9951,5.01288,33.6,0,0,0,0,0,0,0
31.0941,5.01382,33.7,0,0,31.1,4.9968,33.7,0,0,31.0943,5.0069,33.7,0,0,0,0,0,0,0
31.1917,5.00456,33.8,0,0,31.2015,5.00392,33.8,0,0,31.1946,5.01113,33.8,0,0,0,0,0,0,0
31.2937,5.02031,33.9,0,0,31.2988,4.99054,33.9,0,0,31.2917,5.00273,33.9,0,0,0,0,0,0,0
31.391,5.00454,34,0,0,31.4019,5.00986,34,0,0,31.3962,5.02626,34,0,0,0,0,0,0,0
31.4962,5.02967,34.1,0,0,31.5015,4.99557,34.1,0,0,31.4961,5.00665,34.1,0,0,0,0,0,0,0
31.5944,5.00224,34.2,0,0,31.6028,5.0004,34.2,0,0,31.5977,5.01113,34.2,0,0,0,0,0,0,0
31.6983,5.01994,34.3,0,0,31.7024,4.99393,34.3,0,0,31.694,4.99494,34.3,0,0,0,0,0,0,0
31.7936,4.99148,34.4,0,0,31.8034,4.99803,34.4,0,0,31.7895,4.9995,34.4,0,0,0,0,0,0,0
31.8936,5.01165,34.5,0,0,31.8971,4.97784,34.5,0,0,31.9046,5.05709,34.5,0,0,0,0,0,0,0
32.0005,5.02907,34.6,0,0,32.007,5.03011,34.6,0,0,31.999,4.97762,34.6,0,0,0,0,0,0,0
32.0982,4.99322,34.7,0,0,32.1022,4.97522,34.7,0,0,32.1009,5.00635,34.7,0,0,0,0,0,0,0
32.1982,5.00322,34.8,0,0,32.2025,4.99699,34.8,0,0,32.2004,4.99718,34.8,0,0,0,0,0,0,0
32.298,5.00266,34.9,0,0,32.3044,4.99997,34.9,0,0,32.3016,5.00241,34.9,0,0,0,0,0,0,0
32.3987,5.00533,35,0,0,32.4024,4.98704,35,0,0,32.4001,4.99332,35,0,0,0,0,0,0,0
32.498,5.00085,35.1,0,0,32.5036,4.99892,35.1,0,0,32.502,5.0046,35.1,0,0,0,0,0,0,0
32.6004,5.00944,35.2,0,0,32.6032,4.99216,35.2,0,0,32.6019,4.99589,35.2,0,0,0,0,0,0,0
32.6974,4.99191,35.3,0,0,32.704,4.99619,35.3,0,0,32.7034,5.00057,35.3,0,0,0,0,0,0,0
32.8005,5.01239,35.4,0,0,32.8026,4.98942,35.4,0,0,32.8009,4.98737,35.4,0,0,0,0,0,0,0
32.898,4.99313,35.5,0,0,32.9053,5.0018,35.5,0,0,32.9057,5.0103,35.5,0,0,0,0,0,0,0
33.004,5.01862,35.6,0,0,33.0051,4.98999,35.6,0,0,33.0038,4.98492,35.6,0,0,0,0,0,0,0
33.1003,4.98329,35.7,0,0,33.107,4.99537,35.7,0,0,33.1079,5.00341,35.7,0,0,0,0,0,0,0
33.2054,5.012,35.8,0,0,33.2069,4.98682,35.8,0,0,33.2045,4.97714,35.8,0,0,0,0,0,0,0
33.2997,4.97604,35.9,0,0,33.3057,4.9845,35.9,0,0,33.3054,4.99391,35.9,0,0,0,0,0,0,0
33.4013,5.00464,36,0,0,33.4034,4.98379,36,0,0,33.4026,4.98333,36,0,0,0,0,0,0,0
33.4981,4.98954,36.1,0,0,33.5034,4.99359,36.1,0,0,33.5035,4.99736,36.1,0,0,0,0,0,0,0
33.6009,5.01059,36.2,0,0,33.6037,4.99449,36.2,0,0,33.6035,4.99371,36.2,0,0,0,0,0,0,0
33.6998,4.9956,36.3,0,0,33.7053,4.99748,36.3,0,0,33.7036,4.99375,36.3,0,0,0,0,0,0,0
33.8001,5.00101,36.4,0,0,33.8027,4.98364,36.4,0,0,33.8017,4.98858,36.4,0,0,0,0,0,0,0
33.8982,4.99507,36.5,0,0,33.9027,4.99528,36.5,0,0,33.9018,4.99744,36.5,0,0,0,0,0,0,0
33.9996,5.00646,36.6,0,0,34.0034,4.99685,36.6,0,0,34.0016,4.99599,36.6,0,0,0,0,0,0,0
34.101,5.00433,36.7,0,0,34.1039,4.99504,36.7,0,0,34.1019,4.998,36.7,0,0,0,0,0,0,0
34.1994,4.99439,36.8,0,0,34.2053,4.99619,36.8,0,0,34.203,4.99915,36.8,0,0,0,0,0,0,0
34.3008,5.00446,36.9,0,0,34.3019,4.9818,36.9,0,0,34.2989,4.98432,36.9,0,0,0,0,0,0,0
34.3964,4.98757,37,0,0,34.4029,4.99919,37,0,0,34.402,5.00978,37,0,0,0,0,0,0,0
34.5011,5.0185,37.1,0,0,34.5036,4.99657,37.1,0,0,34.5016,4.99543,37.1,0,0,0,0,0,0,0
34.5985,4.99152,37.2,0,0,34.605,4.99665,37.2,0,0,34.6014,4.99675,37.2,0,0,0,0,0,0,0
34.7009,5.00875,37.3,0,0,34.702,4.9835,37.3,0,0,34.6987,4.99054,37.3,0,0,0,0,0,0,0
34.7969,4.98818,37.4,0,0,34.8033,4.99957,37.4,0,0,34.7997,5.00498,37.4,0,0,0,0,0,0,0
34.8985,5.00964,37.5,0,0,34.9012,4.98889,37.5,0,0,34.8976,4.99526,37.5,0,0,0,0,0,0,0
34.9946,4.99301,37.6,0,0,34.9994,4.99314,37.6,0,0,34.9974,5.00398,37.6,0,0,0,0,0,0,0
35.0977,5.01749,37.7,0,0,35.0999,5.00251,37.7,0,0,35.0965,5.00278,37.7,0,0,0,0,0,0,0
35.1971,5.00277,37.8,0,0,35.2022,5.00576,37.8,0,0,35.1985,5.01127,37.8,0,0,0,0,0,0,0
35.2983,5.00821,37.9,0,0,35.302,4.99549,37.9,0,0,35.2969,4.99866,37.9,0,0,0,0,0,0,0
35.3959,4.99732,38,0,0,35.3996,4.99027,38,0,0,35.3957,5.00273,38,0,0,0,0,0,0,0
35.4947,5.00435,38.1,0,0,35.5005,5.00292,38.1,0,0,35.4965,5.00969,38.1,0,0,0,0,0,0,0
35.5961,5.0132,38.2,0,0,35.6001,4.99801,38.2,0,0,35.5963,5.00611,38.2,0,0,0,0,0,0,0
35.6936,5.00071,38.3,0,0,35.7014,5.0032,38.3,0,0,35.6967,5.00747,38.3,0,0,0,0,0,0,0
35.7957,5.01686,38.4,0,0,35.799,4.99134,38.4,0,0,35.7952,5.00243,38.4,0,0,0,0,0,0,0
35.8936,5.00269,38.5,0,0,35.9026,5.01058,38.5,0,0,35.8959,5.01065,38.5,0,0,0,0,0,0,0
35.997,5.02033,38.6,0,0,36.0006,4.99023,38.6,0,0,35.9963,5.00853,38.6,0,0,0,0,0,0,0
36.095,5.00044,38.7,0,0,36.102,5.00256,38.7,0,0,36.0961,5.00609,38.7,0,0,0,0,0,0,0
36.1971,5.01446,38.8,0,0,36.1996,4.99043,38.8,0,0,36.1947,5.00346,38.8,0,0,0,0,0,0,0
36.295,5.00016,38.9,0,0,36.3023,5.00757,38.9,0,0,36.2962,5.01362,38.9,0,0,0,0,0,0,0
36.3991,5.01945,39,0,0,36.4004,4.99081,39,0,0,36.3934,4.99988,39,0,0,0,0,0,0,0
36.4936,4.98811,39.1,0,0,36.4998,4.99785,39.1,0,0,36.4954,5.01707,39.1,0,0,0,0,0,0,0
36.5959,5.01724,39.2,0,0,36.599,4.99844,39.2,0,0,36.5948,5.00712,39.2,0,0,0,0,0,0,0
36.6952,5.00584,39.3,0,0,36.6992,5.00238,39.3,0,0,36.6969,5.01463,39.3,0,0,0,0,0,0,0
36.7969,5.0128,39.4,0,0,36.8021,5.00893,39.4,0,0,36.7946,4.9998,39.4,0,0,0,0,0,0,0
36.895,5.00102,39.5,0,0,36.8988,4.98785,39.5,0,0,36.8977,5.0178,39.5,0,0,0,0,0,0,0
36.9964,5.01269,39.6,0,0,37.0015,5.00887,39.6,0,0,36.9941,4.99524,39.6,0,0,0,0,0,0,0
37.0957,5.00481,39.7,0,0,37.0987,4.99033,39.7,0,0,37.0981,5.02059,39.7,0,0,0,0,0,0,0
37.1957,5.00767,39.8,0,0,37.202,5.01062,39.8,0,0,37.1991,5.00606,39.8,0,0,0,0,0,0,0
37.2989,5.01596,39.9,0,0,37.3002,4.99195,39.9,0,0,37.2993,5.00201,39.9,0,0,0,0,0,0,0
37.398,4.99987,40,0,0,37.4046,5.01048,40,0,0,37.4018,5.00756,40,0,0,0,0,0,0,0
37.503,5.01615,40.1,0,0,37.5034,4.98854,40.1,0,0,37.5029,4.99957,40.1,0,0,0,0,0,0,0
37.6007,4.98853,40.2,0,0,37.607,5.00288,40.2,0,0,37.6055,5.0012,40.2,0,0,0,0,0,0,0
37.7047,5.00879,40.3,0,0,37.7044,4.98078,40.3,0,0,37.7031,4.98416,40.3,0,0,0,0,0,0,0
37.8,4.97973,40.4,0,0,37.8053,4.99403,40.4,0,0,37.803,4.99381,40.4,0,0,0,0,0,0,0
37.9006,5.00169,40.5,0,0,37.9026,4.9837,40.5,0,0,37.9034,4.99569,40.5,0,0,0,0,0,0,0
37.9998,4.99683,40.6,0,0,38.0033,4.99722,40.6,0,0,38.0015,4.98912,40.6,0,0,0,0,0,0,0
38.1004,5.00182,40.7,0,0,38.1028,4.99247,40.7,0,0,38.1032,5.0015,40.7,0,0,0,0,0,0,0
38.2015,5.00207,40.8,0,0,38.205,5.00047,40.8,0,0,38.202,4.99111,40.8,0,0,0,0,0,0,0
38.3015,4.99714,40.9,0,0,38.3033,4.98676,40.9,0,0,38.304,5.00136,40.9,0,0,0,0,0,0,0
38.4019,4.99826,41,0,0,38.4042,4.99623,41,0,0,38.4045,4.99379,41,0,0,0,0,0,0,0
38.503,4.9993,41.1,0,0,38.5042,4.9924,41.1,0,0,38.5027,4.98737,41.1,0,0,0,0,0,0,0
38.6039,4.99691,41.2,0,0,38.6048,4.99375,41.2,0,0,38.6052,5.00127,41.2,0,0,0,0,0,0,0
38.7032,4.99131,41.3,0,0,38.7073,4.99743,41.3,0,0,38.707,4.99507,41.3,0,0,0,0,0,0,0
